736451,3.465
736451.041667,3.465
736451.083333,3.465
736451.125,3.464
736451.166667,3.464
736451.208333,3.464
736451.25,3.462
736451.291667,3.463
736451.333333,3.464
736451.375,3.463
736451.416667,3.464
736451.458333,3.461
736451.5,3.464
736451.541667,3.466
736451.583333,3.466
736451.625,3.466
736451.666667,3.467
736451.708333,3.469
736451.75,3.465
736451.791667,3.464
736451.833333,3.465
736451.875,3.466
736451.916667,3.466
736451.958333,3.465
736452,3.479
736452.041667,3.469
736452.083333,3.477
736452.125,3.491
736452.166667,3.483
736452.208333,3.481
736452.25,3.481
736452.291667,3.468
736452.333333,3.467
736452.375,3.48
736452.416667,3.477
736452.458333,3.462
736452.5,3.482
736452.541667,3.481
736452.583333,3.485
736452.625,3.487
736452.666667,3.486
736452.708333,3.466
736452.75,3.482
736452.791667,3.472
736452.833333,3.482
736452.875,3.481
736452.916667,3.486
736452.958333,3.491
736453,3.494
736453.041667,3.49
736453.083333,3.492
736453.125,3.495
736453.166667,3.493
736453.208333,3.49
736453.25,3.494
736453.291667,3.488
736453.333333,3.486
736453.375,3.484
736453.416667,3.483
736453.458333,3.481
736453.5,3.488
736453.541667,3.487
736453.583333,3.487
736453.625,3.488
736453.666667,3.49
736453.708333,3.489
736453.75,3.487
736453.791667,3.493
736453.833333,3.485
736453.875,3.49
736453.916667,3.495
736453.958333,3.491
736454,3.491
736454.041667,3.489
736454.083333,3.492
736454.125,3.49
736454.166667,3.49
736454.208333,3.485
736454.25,3.486
736454.291667,3.484
736454.333333,3.484
736454.375,3.483
736454.416667,3.483
736454.458333,3.483
736454.5,3.483
736454.541667,3.483
736454.583333,3.482
736454.625,3.482
736454.666667,3.481
736454.708333,3.48
736454.75,3.479
736454.791667,3.474
736454.833333,3.477
736454.875,3.475
736454.916667,3.475
736454.958333,3.476
736455,3.475
736455.041667,3.475
736455.083333,3.475
736455.125,3.476
736455.166667,3.477
736455.208333,3.473
736455.25,3.474
736455.291667,3.474
736455.333333,3.476
736455.375,3.476
736455.416667,3.476
736455.458333,3.478
736455.5,3.475
736455.541667,3.477
736455.583333,3.478
736455.625,3.477
736455.666667,3.477
736455.708333,3.475
736455.75,3.475
736455.791667,3.467
736455.833333,3.47
736455.875,3.465
736455.916667,3.475
736455.958333,3.474
736456,3.473
736456.041667,3.475
736456.083333,3.473
736456.125,3.473
736456.166667,3.476
736456.208333,3.473
736456.25,3.471
736456.291667,3.475
736456.333333,3.474
736456.375,3.474
736456.416667,3.475
736456.458333,3.475
736456.5,3.475
736456.541667,3.473
736456.583333,3.474
736456.625,3.477
736456.666667,3.477
736456.708333,3.476
736456.75,3.476
736456.791667,3.474
736456.833333,3.472
736456.875,3.472
736456.916667,3.476
736456.958333,3.475
736457,3.473
736457.041667,3.472
736457.083333,3.471
736457.125,3.47
736457.166667,3.469
736457.208333,3.471
736457.25,3.471
736457.291667,3.469
736457.333333,3.469
736457.375,3.467
736457.416667,3.473
736457.458333,3.478
736457.5,3.475
736457.541667,3.481
736457.583333,3.477
736457.625,3.477
736457.666667,3.482
736457.708333,3.487
736457.75,3.483
736457.791667,3.483
736457.833333,3.484
736457.875,3.486
736457.916667,3.487
736457.958333,3.492
736458,3.485
736458.041667,3.487
736458.083333,3.49
736458.125,3.491
736458.166667,3.489
736458.208333,3.486
736458.25,3.48
736458.291667,3.472
736458.333333,3.475
736458.375,3.476
736458.416667,3.511
736458.458333,3.474
736458.5,3.475
736458.541667,3.48
736458.583333,3.467
736458.625,3.471
736458.666667,3.468
736458.708333,3.47
736458.75,3.471
736458.791667,3.473
736458.833333,3.473
736458.875,3.474
736458.916667,3.473
736458.958333,3.475
736459,3.475
736459.041667,3.474
736459.083333,3.545
736459.125,3.532
736459.166667,3.524
736459.208333,3.516
736459.25,3.517
736459.291667,3.514
736459.333333,3.514
736459.375,3.51
736459.416667,3.509
736459.458333,3.504
736459.5,3.495
736459.541667,3.537
736459.583333,3.532
736459.625,3.549
736459.666667,3.536
736459.708333,3.529
736459.75,3.526
736459.791667,3.527
736459.833333,3.526
736459.875,3.523
736459.916667,3.557
736459.958333,3.526
736460,3.572
736460.041667,3.536
736460.083333,3.527
736460.125,NaN
736460.166667,3.571
736460.208333,3.571
736460.25,3.552
736460.291667,3.538
736460.333333,3.537
736460.375,3.524
736460.416667,3.533
736460.458333,3.557
736460.5,3.571
736460.541667,3.567
736460.583333,3.555
736460.625,3.563
736460.666667,3.557
736460.708333,3.558
736460.75,3.557
736460.791667,3.562
736460.833333,3.552
736460.875,3.574
736460.916667,3.552
736460.958333,3.579
736461,3.578
736461.041667,3.578
736461.083333,3.584
736461.125,3.58
736461.166667,3.58
736461.208333,3.58
736461.25,3.579
736461.291667,3.578
736461.333333,3.577
736461.375,3.576
736461.416667,3.577
736461.458333,3.577
736461.5,3.571
736461.541667,3.57
736461.583333,3.564
736461.625,3.559
736461.666667,3.554
736461.708333,3.552
736461.75,3.551
736461.791667,3.551
736461.833333,3.55
736461.875,3.548
736461.916667,3.547
736461.958333,3.547
736462,3.545
736462.041667,3.546
736462.083333,3.545
736462.125,3.543
736462.166667,3.546
736462.208333,3.547
