1;-999;-999;-999
2;316;-999;-999
3;316;-999;-999
4;316;-999;-999
5;316;-999;-999
6;316;-999;-999
7;316;-999;-999
8;316;-999;-999
9;316;-999;-999
10;316;-999;-999
11;332;-999;-999
12;332;-999;-999
13;332;-999;-999
14;332;-999;-999
15;332;-999;-999
16;332;-999;-999
17;332;-999;-999
18;332;-999;-999
19;332;-999;-999
20;332;-999;-999
21;313;-999;-999
22;313;-999;-999
23;313;-999;-999
24;313;-999;-999
25;313;-999;-999
26;313;-999;-999
27;313;-999;-999
28;313;-999;-999
29;313;-999;-999
30;313;-999;-999
31;316;-999;-999
32;316;-999;-999
33;316;-999;-999
34;316;-999;-999
35;316;-999;-999
36;316;-999;-999
37;316;-999;-999
38;316;-999;-999
39;316;-999;-999
40;316;-999;-999
41;286.5;-999;-999
42;286.5;-999;-999
43;286.5;-999;-999
44;286.5;-999;-999
45;286.5;-999;-999
46;286.5;-999;-999
47;286.5;-999;-999
48;286.5;-999;-999
49;286.5;-999;-999
50;286.5;-999;-999
51;315;-999;-999
52;315;-999;-999
53;315;-999;-999
54;315;-999;-999
55;315;-999;-999
56;315;-999;-999
57;315;-999;-999
58;315;-999;-999
59;315;-999;-999
60;315;-999;-999
61;298;-999;-999
62;298;-999;-999
63;298;-999;-999
64;298;-999;-999
65;298;-999;-999
66;298;-999;-999
67;298;-999;-999
68;298;-999;-999
69;298;-999;-999
70;298;-999;-999
71;243;-999;-999
72;243;-999;-999
73;243;-999;-999
74;243;-999;-999
75;243;-999;-999
76;243;-999;-999
77;243;-999;-999
78;243;-999;-999
79;243;-999;-999
80;243;-999;-999
81;315;-999;-999
82;315;-999;-999
83;315;-999;-999
84;315;-999;-999
85;315;-999;-999
86;315;-999;-999
87;315;-999;-999
88;315;-999;-999
89;315;-999;-999
90;315;-999;-999
91;345;-999;-999
92;345;-999;-999
93;345;-999;-999
94;345;-999;-999
95;345;-999;-999
96;345;-999;-999
97;345;-999;-999
98;345;-999;-999
99;345;-999;-999
100;345;-999;-999
101;349;-999;-999
102;349;-999;-999
103;349;-999;-999
104;349;-999;-999
105;349;-999;-999
106;349;-999;-999
107;349;-999;-999
108;349;-999;-999
109;349;-999;-999
110;349;-999;-999
111;349;-999;-999
112;352;-999;-999
113;352;-999;-999
114;352;-999;-999
115;352;-999;-999
116;352;-999;-999
117;352;-999;-999
118;352;-999;-999
119;352;-999;-999
120;352;-999;-999
121;323;-999;-999
122;323;-999;-999
123;323;-999;-999
124;323;-999;-999
125;323;-999;-999
126;323;-999;-999
127;323;-999;-999
128;323;-999;-999
129;323;-999;-999
130;323;-999;-999
131;335;-999;-999
132;335;-999;-999
133;335;-999;-999
134;335;-999;-999
135;335;-999;-999
136;335;-999;-999
137;335;-999;-999
138;335;-999;-999
139;335;-999;-999
140;335;-999;-999
141;366;-999;-999
142;366;-999;-999
143;366;-999;-999
144;366;-999;-999
145;366;-999;-999
146;366;-999;-999
147;366;-999;-999
148;366;-999;-999
149;366;-999;-999
150;366;-999;-999
151;349;-999;-999
152;349;-999;-999
153;349;-999;-999
154;349;-999;-999
155;349;-999;-999
156;349;-999;-999
157;349;-999;-999
158;349;-999;-999
159;349;-999;-999
160;349;-999;-999
161;301;-999;-999
162;301;-999;-999
163;301;-999;-999
164;301;-999;-999
165;301;-999;-999
166;301;-999;-999
167;301;-999;-999
168;301;-999;-999
169;301;-999;-999
170;301;-999;-999
171;327;-999;-999
172;327;-999;-999
173;327;-999;-999
174;327;-999;-999
175;327;-999;-999
176;327;-999;-999
177;327;-999;-999
178;327;-999;-999
179;327;-999;-999
180;327;-999;-999
181;326;-999;-999
182;326;-999;-999
183;326;-999;-999
184;326;-999;-999
185;326;-999;-999
186;326;-999;-999
187;326;-999;-999
188;326;-999;-999
189;326;-999;-999
190;326;-999;-999
191;370;-999;-999
192;370;-999;-999
193;370;-999;-999
194;370;-999;-999
195;370;-999;-999
196;370;-999;-999
197;370;-999;-999
198;370;-999;-999
199;370;-999;-999
200;370;-999;-999
