1;-999;-999;-999
2;80.808081;-999;-999
3;80.808081;-999;-999
4;277.777778;-999;-999
5;277.777778;-999;-999
6;277.777778;-999;-999
7;292.929293;-999;-999
8;292.929293;-999;-999
9;292.929293;-999;-999
10;347.474747;-999;-999
11;347.474747;-999;-999
12;347.474747;-999;-999
13;362.626263;-999;-999
14;362.626263;-999;-999
15;362.626263;-999;-999
16;421.212121;-999;-999
17;421.212121;-999;-999
18;421.212121;-999;-999
19;310.10101;-999;-999
20;310.10101;-999;-999
21;310.10101;-999;-999
22;310.10101;-999;-999
23;310.10101;-999;-999
24;310.10101;-999;-999
25;327.272727;-999;-999
26;327.272727;-999;-999
27;327.272727;-999;-999
28;347.474747;-999;-999
29;347.474747;-999;-999
30;347.474747;-999;-999
31;335.353535;-999;-999
32;335.353535;-999;-999
33;335.353535;-999;-999
34;357.575758;-999;-999
35;357.575758;-999;-999
36;357.575758;-999;-999
37;361.616162;-999;-999
38;361.616162;-999;-999
39;361.616162;-999;-999
40;251.515152;-999;-999
41;251.515152;-999;-999
42;251.515152;-999;-999
43;354.545455;-999;-999
44;354.545455;-999;-999
45;354.545455;-999;-999
46;339.393939;-999;-999
47;339.393939;-999;-999
48;339.393939;-999;-999
49;382.828283;-999;-999
50;382.828283;-999;-999
51;382.828283;-999;-999
52;330.30303;-999;-999
53;330.30303;-999;-999
54;330.30303;-999;-999
55;376.767677;-999;-999
56;376.767677;-999;-999
57;395.4545455;-999;-999
58;-999;-999;-999
59;414.141414;-999;-999
60;414.141414;-999;-999
61;337.373737;-999;-999
62;337.373737;-999;-999
63;337.373737;-999;-999
64;326.262626;-999;-999
65;326.262626;-999;-999
66;326.262626;-999;-999
67;269.69697;-999;-999
68;269.69697;-999;-999
69;269.69697;-999;-999
70;259.59596;-999;-999
71;259.59596;-999;-999
72;259.59596;-999;-999
73;334.343434;-999;-999
74;334.343434;-999;-999
75;334.343434;-999;-999
76;239.393939;-999;-999
77;239.393939;-999;-999
78;239.393939;-999;-999
79;374.747475;-999;-999
80;374.747475;-999;-999
81;374.747475;-999;-999
82;408.080808;-999;-999
83;408.080808;-999;-999
84;408.080808;-999;-999
85;353.535354;-999;-999
86;353.535354;-999;-999
87;353.535354;-999;-999
88;247.474747;-999;-999
89;247.474747;-999;-999
90;247.474747;-999;-999
91;337.373737;-999;-999
92;337.373737;-999;-999
93;337.373737;-999;-999
94;402.020202;-999;-999
95;402.020202;-999;-999
96;402.020202;-999;-999
97;336.363636;-999;-999
98;336.363636;-999;-999
99;336.363636;-999;-999
