1;336.55;firn;0
2;336.55;firn;0
3;336.55;firn;0
4;336.55;firn;0
5;336.55;firn;0
6;336.55;firn;0
7;336.55;firn;0
8;336.55;firn;0
9;336.55;firn;0
10;336.55;firn;0
11;336.55;firn;0
12;336.55;firn;0
13;336.55;firn;0
14;336.55;firn;0
15;336.55;firn;0
16;336.55;firn;0
17;336.55;firn;0
18;336.55;firn;0
19;336.55;firn;0
20;336.55;firn;0
21;336.55;firn;0
22;336.55;firn;0
23;336.55;firn;0
24;336.55;firn;0
25;336.55;firn;0
26;336.55;firn;0
27;336.55;firn;0
28;336.55;firn;0
29;336.55;firn;0
30;336.55;firn;0
31;336.55;firn;0
32;336.55;firn;0
33;336.55;firn;0
34;336.55;firn;0
35;336.55;firn;0
36;336.55;firn;0
37;336.55;firn;0
38;336.55;firn;0
39;336.55;firn;0
40;336.55;firn;0
41;336.55;firn;0
42;336.55;firn;0
43;336.55;firn;0
44;336.55;firn;0
45;336.55;firn;0
46;336.55;firn;0
47;336.55;firn;0
48;336.55;firn;0
49;336.55;firn;0
50;336.55;firn;0
51;336.55;firn;0
52;336.55;firn;0
53;336.55;firn;0
54;336.55;firn;0
55;336.55;firn;0
56;336.55;firn;0
57;336.55;firn;0
58;336.55;firn;0
59;336.55;firn;0
60;336.55;firn;0
61;336.55;firn;0
62;336.55;firn;0
63;336.55;firn;0
64;336.55;firn;0
65;336.55;firn;0
66;336.55;firn;0
67;336.55;firn;0
68;336.55;firn;0
69;336.55;firn;0
70;336.55;firn;0
71;336.55;firn;0
72;336.55;firn;0
73;336.55;firn;0
74;336.55;firn;0
75;336.55;firn;0
76;336.55;firn;0
77;336.55;firn;0
78;336.55;firn;0
79;336.55;firn;0
80;336.55;firn;0
81;336.55;firn;0
82;336.55;firn;0
83;336.55;firn;0
84;336.55;firn;0
85;336.55;firn;0
86;336.55;firn;0
87;336.55;firn;0
88;336.55;firn;0
89;336.55;firn;0
90;336.55;firn;0
91;336.55;firn;0
92;336.55;firn;0
93;336.55;firn;0
94;336.55;firn;0
95;336.55;firn;0
96;336.55;firn;0
97;336.55;firn;0
98;336.55;firn;0
99;336.55;firn;0
100;336.55;firn;0
101;336.55;firn;0
102;336.55;firn;0
103;336.55;firn;0
104;336.55;firn;0
105;336.55;firn;0
106;336.55;firn;0
107;336.55;firn;0
108;336.55;firn;0
109;354.5;firn;0
110;354.5;firn;0
111;354.5;firn;0
112;354.5;firn;0
113;354.5;firn;0
114;354.5;firn;0
115;354.5;firn;0
116;354.5;firn;0
117;354.5;firn;0
118;354.5;firn;0
119;354.5;firn;0
120;354.5;firn;0
121;354.5;firn;0
122;354.5;firn;0
123;354.5;firn;0
124;354.5;firn;0
125;354.5;firn;0
126;354.5;firn;0
127;354.5;firn;0
128;354.5;firn;0
129;354.5;firn;0
130;354.5;firn;0
131;354.5;firn;0
132;354.5;firn;0
133;354.5;firn;0
134;354.5;firn;0
135;354.5;firn;0
136;354.5;firn;0
137;354.5;firn;0
138;354.5;firn;0
139;354.5;firn;0
140;354.5;firn;0
141;354.5;firn;0
142;354.5;depth hoar;0
143;354.5;firn;0
144;354.5;firn;0
145;354.5;ice;100
146;354.5;firn;0
147;354.5;firn;0
148;354.5;firn;0
149;354.5;firn;0
150;354.5;firn;0
151;354.5;firn;0
152;354.5;firn;0
153;354.5;firn;0
154;354.5;firn;0
155;354.5;firn;0
156;354.5;firn;0
157;354.5;firn;0
158;354.5;firn;0
159;354.5;firn;0
160;354.5;firn;0
161;354.5;firn;0
162;354.5;firn;0
163;354.5;firn;0
164;354.5;firn;0
165;354.5;firn;0
166;354.5;firn;0
167;354.5;firn;0
168;354.5;firn;0
169;354.5;firn;0
170;354.5;firn;0
171;354.5;firn;0
172;354.5;firn;0
173;354.5;firn;0
174;354.5;firn;0
175;354.5;firn;0
176;354.5;firn;0
177;354.5;ice;100
178;354.5;firn;0
179;354.5;firn;0
180;354.5;firn;0
181;354.5;firn;0
182;354.5;firn;0
183;354.5;firn;0
184;354.5;firn;0
185;419.1;firn;0
186;419.1;firn;0
187;419.1;firn;0
188;419.1;firn;0
189;419.1;firn;0
190;419.1;firn;0
191;419.1;firn;0
192;419.1;firn;0
193;419.1;firn;0
194;419.1;firn;0
195;419.1;firn;0
196;419.1;firn;0
197;419.1;firn;0
198;419.1;firn;0
199;419.1;firn;0
200;419.1;firn;0
201;419.1;firn;0
202;419.1;firn;0
203;419.1;firn;0
204;419.1;firn;0
205;419.1;firn;0
206;419.1;firn;0
207;419.1;firn;0
208;419.1;firn;0
209;419.1;firn;0
210;419.1;firn;0
211;419.1;firn;0
212;419.1;firn;0
