0;380.179962246469;-999;-999
1;374.99210433807;-999;-999
2;379.082159589283;-999;-999
3;375.372718044767;-999;-999
4;377.803112310235;-999;-999
5;371.76879279014;-999;-999
6;372.860966194259;-999;-999
7;368.894992982309;-999;-999
8;366.1215795687;-999;-999
9;368.908877328202;-999;-999
10;366.604055375318;-999;-999
11;367.374467570662;-999;-999
12;366.516223898004;-999;-999
13;365.158966225591;-999;-999
14;364.596691224152;-999;-999
15;358.068751315257;-999;-999
16;360.209921251348;-999;-999
17;356.870435551771;-999;-999
18;360.542789071898;-999;-999
19;358.399689324611;-999;-999
20;359.75966237343;-999;-999
21;353.019032443913;-999;-999
22;345.170470459068;-999;-999
23;343.605140958072;-999;-999
24;347.601318499289;-999;-999
25;349.315167295586;-999;-999
26;342.69888966942;-999;-999
27;335.025721628353;-999;-999
28;328.942508966251;-999;-999
28;328.545464059316;-999;-999
30;328.052616416914;-999;-999
31;330.156092945161;-999;-999
32;327.773496928215;-999;-999
33;321.189398905993;-999;-999
34;314.382489876417;-999;-999
35;310.785411138049;-999;-999
36;308.050266729166;-999;-999
37;307.424239952727;-999;-999
38;308.32325753318;-999;-999
39;309.034132527633;-999;-999
40;310.580543398432;-999;-999
41;303.514490858341;-999;-999
42;302.898742486384;-999;-999
43;300.21053392422;-999;-999
44;299.549451604113;-999;-999
45;302.935887194506;-999;-999
46;306.621613624135;-999;-999
47;308.564485745295;-999;-999
48;307.65395531835;-999;-999
49;304.126052506689;-999;-999
50;310.47089312562;-999;-999
51;310.890933961224;-999;-999
52;316.86161888845;-999;-999
53;317.757224807202;-999;-999
54;320.675804093164;-999;-999
55;322.801104633129;-999;-999
56;326.968543371319;-999;-999
56;327.032680354646;-999;-999
57;329.479671291127;-999;-999
59;332.021830544608;-999;-999
60;342.677154415986;-999;-999
61;348.920651247891;-999;-999
62;351.450771031896;-999;-999
63;355.551569498992;-999;-999
64;356.757915304063;-999;-999
65;363.606455787431;-999;-999
66;364.124683859707;-999;-999
67;366.827917847018;-999;-999
68;370.313076235518;-999;-999
69;368.255462392628;-999;-999
70;367.140412978622;-999;-999
71;366.896137091736;-999;-999
72;369.98481883613;-999;-999
73;373.731382455971;-999;-999
74;373.083784911445;-999;-999
75;375.965824636982;-999;-999
